,Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,MVP,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,wl_pct,seed,highest_teammate_vorp,highest_teammate_ws
334,2014,Joakim Noah,CHI,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,N,20.0,0.531,0.003,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17.0,18.7,4.5,6.6,1.7,3.6,5.3,5.2,0.5853658536585366,3,2.0,7.1
335,2014,James Harden,HOU,0.068,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,N,23.5,0.618,0.401,0.552,2.6,10.7,6.9,27.3,2.1,0.8,15.0,27.8,10.1,2.7,5.4,0.2,5.6,5.3,0.6585365853658537,4,2.6,8.0
336,2014,Stephen Curry,GSW,0.053,78,36.5,24.0,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,N,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,9.3,4.0,6.3,1.1,7.4,6.7,0.6219512195121951,6,2.2,7.6
337,2014,Chris Paul,LAC,0.036,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,N,25.9,0.58,0.244,0.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9.0,3.2,6.0,2.6,8.6,5.8,0.6951219512195121,3,4.7,12.2
338,2014,Al Jefferson,CHA,0.027,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,N,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,2.2,0.5,2.7,3.0,0.524390243902439,7,2.4,6.5
339,2014,Paul George,IND,0.026,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,N,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,2.7,2.1,4.9,5.0,0.6829268292682927,1,2.9,8.1
340,2014,LaMarcus Aldridge,POR,0.021,69,36.2,23.2,11.1,2.6,0.9,1.0,0.458,0.2,0.822,7.5,0.144,N,21.8,0.507,0.011,0.253,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,4.0,3.5,2.3,0.1,2.3,2.7,0.6585365853658537,4,4.0,
341,2015,Stephen Curry,GSW,0.922,80,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,Y,28.0,0.638,0.482,0.251,2.4,11.4,7.0,38.6,3.0,0.5,14.3,28.9,11.5,4.1,8.2,1.7,9.9,7.9,0.8170731707317073,1,4.0,8.8
342,2015,James Harden,HOU,0.72,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,N,26.7,0.605,0.378,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,12.2,4.2,7.0,1.8,8.8,8.1,0.6829268292682927,2,2.2,6.6
343,2015,LeBron James,CLE,0.425,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199,N,25.9,0.577,0.265,0.413,2.4,16.6,9.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,6.1,1.0,7.1,5.7,0.6463414634146342,2,4.2,10.4
344,2015,Russell Westbrook,OKC,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,N,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,7.5,3.2,6.9,1.2,8.1,5.8,0.5487804878048781,8,2.8,5.7
345,2015,Anthony Davis,NOP,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.274,N,30.8,0.591,0.01,0.384,8.0,24.1,16.1,11.6,2.1,6.2,6.3,27.8,9.9,4.2,6.6,2.3,8.9,6.7,0.5487804878048781,8,2.2,5.0
346,2015,Chris Paul,LAC,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27,N,26.0,0.596,0.298,0.274,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,12.9,3.2,6.4,1.6,8.0,7.2,0.6829268292682927,2,3.6,12.8
347,2015,LaMarcus Aldridge,POR,0.005,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.352,0.845,8.6,0.165,N,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,4.9,3.7,3.2,-0.3,2.9,3.1,0.6219512195121951,6,4.9,10.6
348,2015,Marc Gasol,MEM,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182,N,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,5.5,4.7,2.7,2.4,5.1,4.8,0.6707317073170732,4,2.7,7.2
349,2015,Blake Griffin,LAC,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,N,22.8,0.551,0.022,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,3.8,0.2,4.0,3.6,0.6829268292682927,2,7.2,16.1
350,2015,Tim Duncan,SAS,0.001,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.286,0.74,9.6,0.207,N,22.6,0.56,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,4.9,4.7,2.3,2.8,5.1,4.0,0.6707317073170732,4,4.1,8.6
351,2016,Stephen Curry,GSW,1.0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,Y,31.5,0.669,0.554,0.25,2.9,13.6,8.6,33.7,3.0,0.4,12.9,32.6,13.8,4.1,10.3,1.6,11.9,9.5,0.8902439024390244,1,5.3,11.1
352,2016,Kawhi Leonard,SAS,0.484,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.443,0.874,13.7,0.277,N,26.0,0.616,0.267,0.306,4.7,18.4,11.8,13.0,2.8,2.3,7.8,25.8,8.3,5.5,6.1,3.0,9.1,6.7,0.8170731707317073,2,2.5,10.1
353,2016,LeBron James,CLE,0.482,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,N,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,7.0,2.0,9.0,7.5,0.6951219512195121,1,3.3,8.7
354,2016,Russell Westbrook,OKC,0.371,80,34.4,23.5,7.8,10.4,2.0,0.3,0.454,0.296,0.812,14.0,0.245,N,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,10.0,4.0,6.4,1.4,7.8,6.8,0.6707317073170732,3,7.8,14.5
355,2016,Kevin Durant,OKC,0.112,72,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,N,28.2,0.634,0.348,0.361,2.0,21.8,12.4,24.2,1.3,2.5,13.5,30.6,11.0,3.5,8.4,1.6,9.9,7.8,0.6707317073170732,3,6.8,14.0
356,2016,Chris Paul,LAC,0.082,74,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.896,12.7,0.253,N,26.2,0.575,0.295,0.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,9.2,3.5,5.9,2.0,7.9,6.0,0.6463414634146342,4,3.2,11.5
357,2016,Draymond Green,GSW,0.038,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,N,19.3,0.587,0.315,0.402,5.5,23.0,14.7,29.0,2.0,3.0,21.2,18.8,6.0,5.1,2.6,2.9,5.5,5.3,0.8902439024390244,1,9.5,17.9
358,2016,Damian Lillard,POR,0.02,75,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,N,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,5.7,-1.3,4.4,4.3,0.5365853658536586,5,2.3,6.7
359,2016,James Harden,HOU,0.007,82,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,N,25.3,0.598,0.406,0.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,10.7,2.6,6.4,0.2,6.6,6.8,0.5,8,1.7,6.6
360,2016,Kyle Lowry,TOR,0.005,77,37.0,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,N,22.2,0.578,0.457,0.41,2.2,12.3,7.3,29.9,2.9,1.0,13.7,26.1,8.0,3.7,4.7,1.1,5.8,5.7,0.6829268292682927,2,3.2,9.9
361,2017,Russell Westbrook,OKC,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,Y,30.6,0.554,0.3,0.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,8.7,2.4,11.1,9.3,0.573170731707317,6,1.4,6.5
362,2017,James Harden,HOU,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15.0,0.245,N,27.4,0.613,0.493,0.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,11.5,3.6,7.5,1.2,8.7,8.0,0.6707317073170732,3,2.1,6.0
363,2017,Kawhi Leonard,SAS,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,N,27.6,0.61,0.295,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,7.1,2.2,9.4,7.1,0.7439024390243902,2,2.5,7.2
364,2017,LeBron James,CLE,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,N,27.0,0.619,0.254,0.395,4.0,20.7,12.6,41.3,1.6,1.3,16.1,30.0,9.8,3.0,6.4,1.2,7.6,6.7,0.6219512195121951,2,3.4,8.9
365,2017,Isaiah Thomas,BOS,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,N,26.5,0.625,0.439,0.441,1.9,7.0,4.4,32.5,1.4,0.4,10.7,34.0,10.9,1.6,7.8,-1.1,6.7,5.6,0.6463414634146342,1,3.0,6.7
366,2017,Stephen Curry,GSW,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,N,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.2,2.6,0.5,13.0,30.1,8.7,3.9,6.7,0.3,6.9,5.9,0.8170731707317073,1,5.7,12.0
367,2017,Giannis Antetokounmpo,MIL,0.007,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,N,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,4.9,2.4,7.3,6.7,0.5121951219512195,6,1.7,5.6
368,2017,John Wall,WAS,0.007,78,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.801,8.8,0.149,N,23.2,0.541,0.19,0.367,2.4,10.6,6.5,46.9,2.7,1.4,16.2,30.6,5.8,3.0,4.6,0.1,4.7,4.8,0.5975609756097561,4,3.5,9.4
369,2017,Anthony Davis,NOP,0.002,75,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,N,27.5,0.58,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,5.9,5.1,4.4,1.4,5.9,5.4,0.4146341463414634,10,1.8,3.8
370,2017,Kevin Durant,GSW,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,N,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,8.0,4.0,6.7,2.2,8.9,5.7,0.8170731707317073,1,5.9,12.6
371,2018,James Harden,HOU,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,Y,29.8,0.619,0.498,0.502,1.8,15.2,8.6,45.1,2.4,1.7,15.1,36.1,11.6,3.8,8.5,1.4,9.9,7.7,0.7926829268292683,1,4.2,10.2
372,2018,LeBron James,CLE,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14.0,0.221,N,28.6,0.621,0.257,0.336,3.7,22.3,13.1,44.4,1.9,2.0,16.1,31.6,11.0,3.0,7.3,1.4,8.7,8.2,0.6097560975609756,4,2.2,6.4
373,2018,Anthony Davis,NOP,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,N,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,5.3,1.4,6.7,5.9,0.5853658536585366,4,2.9,7.1
374,2018,Damian Lillard,POR,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,N,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,7.0,0.3,7.2,6.3,0.5975609756097561,3,2.4,6.6
375,2018,Russell Westbrook,OKC,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,N,24.7,0.524,0.193,0.336,5.6,25.7,15.3,49.8,2.5,0.6,16.4,34.1,5.5,4.5,4.8,1.5,6.3,6.1,0.5853658536585366,4,3.6,9.7
376,2018,Giannis Antetokounmpo,MIL,0.074,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,N,27.3,0.598,0.1,0.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,8.3,3.6,5.3,0.9,6.2,5.7,0.5365853658536586,6,2.7,6.9
377,2018,Kevin Durant,GSW,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,N,26.0,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,6.7,0.6,7.3,5.5,0.7073170731707317,2,4.0,9.1
378,2018,DeMar DeRozan,TOR,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,N,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,3.3,-0.6,2.8,3.2,0.7195121951219512,1,4.5,10.2
379,2018,LaMarcus Aldridge,SAS,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,N,25.0,0.57,0.068,0.296,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,7.4,3.5,4.3,-0.4,3.9,3.7,0.573170731707317,7,2.5,6.2
380,2018,Jimmy Butler,MIN,0.005,59,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,N,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,5.0,0.7,5.8,4.2,0.573170731707317,7,5.2,14.0
381,2019,Giannis Antetokounmpo,MIL,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,Y,30.9,0.644,0.163,0.55,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,6.3,4.1,10.4,7.4,0.7317073170731707,1,2.9,8.2
382,2019,James Harden,HOU,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,N,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,9.4,1.6,11.0,9.3,0.6463414634146342,3,2.8,10.8
383,2019,Paul George,OKC,0.352,77,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,N,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,5.6,1.6,7.2,6.6,0.5975609756097561,6,4.7,9.1
384,2019,Nikola Jokić,DEN,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,N,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,6.2,2.9,9.1,7.0,0.6585365853658537,2,1.8,6.2
385,2019,Stephen Curry,GSW,0.173,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,N,24.4,0.641,0.604,0.214,2.2,14.2,8.4,24.2,1.9,0.9,11.6,30.4,7.2,2.5,7.1,-0.5,6.6,5.1,0.6951219512195121,1,5.1,11.5
386,2019,Damian Lillard,POR,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,N,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,6.6,-0.3,6.4,6.0,0.6463414634146342,3,2.8,7.8
387,2019,Joel Embiid,PHI,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,N,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,4.0,0.9,4.9,3.8,0.6219512195121951,3,3.8,8.2
388,2019,Kevin Durant,GSW,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,N,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1.0,2.6,12.3,29.0,8.6,2.9,5.4,0.1,5.5,5.1,0.6951219512195121,1,5.1,9.7
389,2019,Kawhi Leonard,TOR,0.013,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,N,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,6.1,3.4,6.1,1.1,7.2,4.7,0.7073170731707317,2,2.8,9.3
390,2019,Russell Westbrook,OKC,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,N,21.1,0.501,0.279,0.306,4.1,28.3,15.8,46.5,2.5,1.1,16.3,30.9,1.8,5.0,2.8,2.4,5.2,4.7,0.5975609756097561,6,6.6,
391,2020,Giannis Antetokounmpo,MIL,0.952,63,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,Y,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,7.4,4.1,11.5,6.6,0.7671232876712328,1,2.9,7.9
392,2020,LeBron James,LAL,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,N,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,6.6,1.8,8.4,6.1,0.7323943661971831,1,5.4,11.1
393,2020,James Harden,HOU,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,N,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,8.1,1.6,9.6,7.3,0.6111111111111112,4,1.8,4.9
394,2020,Luka Dončić,DAL,0.198,61,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,N,27.6,0.585,0.431,0.448,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,7.4,1.0,8.4,5.4,0.5733333333333334,7,1.8,5.2
395,2020,Kawhi Leonard,LAC,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,N,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,5.4,3.3,6.5,2.4,8.9,5.1,0.6805555555555556,2,2.5,7.0
396,2020,Anthony Davis,LAL,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,N,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,5.4,2.6,8.0,5.4,0.7323943661971831,1,6.1,9.8
397,2020,Chris Paul,OKC,0.026,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,N,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,5.9,3.0,3.0,1.4,4.4,3.5,0.6111111111111112,4,2.4,6.5
398,2020,Damian Lillard,POR,0.023,66,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,N,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,8.3,-0.9,7.5,5.9,0.47297297297297297,8,2.6,8.5
399,2020,Nikola Jokić,DEN,0.018,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202,N,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,5.5,2.0,7.4,5.5,0.6301369863013698,3,1.5,4.4
400,2020,Pascal Siakam,TOR,0.017,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,N,17.9,0.554,0.331,0.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,1.8,3.6,1.3,0.5,1.8,2.0,0.7361111111111112,2,2.8,
401,2021,Nikola Jokić,DEN,0.961,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,Y,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,9.1,3.0,12.1,8.8,0.6527777777777778,3,2.5,6.9
402,2021,Joel Embiid,PHI,0.58,51,31.1,28.5,10.6,2.8,1.0,1.4,0.513,0.377,0.859,8.8,0.266,N,30.3,0.636,0.171,0.61,8.0,29.1,18.7,16.2,1.5,3.9,12.2,35.3,5.6,3.2,6.3,1.2,7.5,3.8,0.6805555555555556,1,2.9,7.1
403,2021,Stephen Curry,GSW,0.449,63,34.2,32.0,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9.0,0.201,N,26.3,0.655,0.587,0.289,1.5,15.4,8.5,30.5,1.7,0.3,12.2,34.8,6.5,2.5,8.3,0.4,8.7,5.8,0.5416666666666666,8,1.9,4.6
404,2021,Giannis Antetokounmpo,MIL,0.345,61,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,N,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,6.2,2.8,9.0,5.6,0.6388888888888888,3,2.6,6.6
405,2021,Chris Paul,PHO,0.138,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,N,21.4,0.599,0.294,0.206,1.3,14.5,8.0,40.9,2.2,0.8,14.0,22.6,6.5,2.7,3.5,1.1,4.6,3.6,0.7083333333333334,2,3.1,8.4
406,2021,Luka Dončić,DAL,0.042,66,34.3,27.7,8.0,8.6,1.0,0.5,0.479,0.35,0.73,7.7,0.163,N,25.3,0.587,0.406,0.349,2.7,22.9,12.8,44.1,1.4,1.5,15.3,36.0,5.1,2.6,6.1,0.7,6.8,5.1,0.5833333333333334,5,1.4,5.1
407,2021,Damian Lillard,POR,0.038,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,N,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,7.5,-1.3,6.3,5.0,0.5833333333333334,5,2.4,7.5
408,2021,Julius Randle,NYK,0.02,71,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,N,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,2.9,0.9,3.8,3.9,0.5694444444444444,4,1.3,5.2
409,2021,Rudy Gobert,UTA,0.008,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,N,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,6.1,5.2,2.1,2.8,4.9,3.8,0.7222222222222222,1,2.8,7.0
410,2022,Nikola Jokić,DEN,0.875,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,Y,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,9.2,4.5,13.7,9.8,0.5853658536585366,6,1.1,5.4
411,2022,Joel Embiid,PHI,0.706,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12.0,0.252,N,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,7.2,2.0,9.2,6.5,0.6219512195121951,2,1.8,7.3
412,2022,Giannis Antetokounmpo,MIL,0.595,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,N,32.1,0.633,0.194,0.615,6.6,30.4,18.7,31.7,1.6,4.0,12.2,34.9,9.2,3.7,7.6,3.5,11.2,7.4,0.6219512195121951,2,2.9,6.9
413,2022,Devin Booker,PHO,0.216,68,34.5,26.8,5.0,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,N,21.3,0.576,0.336,0.255,2.1,13.2,7.8,22.4,1.6,1.0,9.3,32.0,4.3,3.3,3.9,0.2,4.1,3.6,0.7804878048780488,1,4.0,9.4
414,2022,Luka Dončić,DAL,0.146,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,7.6,0.159,N,25.1,0.571,0.406,0.349,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,3.8,3.8,6.4,1.8,8.2,5.9,0.6341463414634146,4,1.9,8.2
415,2022,Jayson Tatum,BOS,0.043,76,35.9,26.9,8.0,4.4,1.0,0.6,0.453,0.353,0.853,9.6,0.169,N,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5.0,4.6,4.3,0.6,5.0,4.8,0.6219512195121951,2,3.4,9.9
416,2022,Ja Morant,MEM,0.01,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,N,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.2,-0.1,6.1,3.9,0.6829268292682927,2,2.7,7.2
417,2022,Stephen Curry,GSW,0.004,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,8.0,0.173,N,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,4.6,3.4,5.4,0.4,5.8,4.4,0.6463414634146342,3,1.8,6.8
418,2022,Chris Paul,PHO,0.002,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,N,20.8,0.581,0.27,0.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,5.8,3.6,3.1,2.3,5.4,4.0,0.7804878048780488,1,3.6,8.9
