,Year,Player,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,MVP,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,wl_pct,seed,highest_teammate_vorp,highest_teammate_ws
162,1997,Karl Malone,UTA,0.857,82,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268,Y,28.9,0.6,0.008,0.439,8.5,24.2,16.8,24.5,2.0,1.3,11.1,32.7,11.6,5.1,7.1,1.2,8.3,7.8,0.7804878048780488,1,6.3,13.6
163,1997,Michael Jordan,CHI,0.832,82,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283,N,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,7.8,1.1,8.9,8.6,0.8414634146341463,1,6.1,13.1
164,1997,Grant Hill,DET,0.327,80,39.3,21.4,9.0,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223,N,25.5,0.556,0.026,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,8.7,5.9,5.4,2.7,8.2,8.0,0.6585365853658537,5,2.7,8.8
165,1997,Tim Hardaway,MIA,0.207,81,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198,N,20.8,0.532,0.426,0.263,1.9,8.5,5.2,41.9,2.6,0.2,13.0,26.6,7.9,5.0,5.2,1.0,6.2,6.5,0.7439024390243902,2,2.9,8.4
166,1997,Glen Rice,CHH,0.117,79,42.6,26.8,4.0,2.0,0.9,0.3,0.477,0.47,0.867,10.8,0.154,N,19.7,0.605,0.291,0.354,2.5,8.8,5.7,8.8,1.2,0.6,9.2,26.9,9.6,1.2,3.9,-2.1,1.8,3.2,0.6585365853658537,5,4.3,11.4
167,1997,Gary Payton,SEA,0.091,82,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193,N,21.8,0.545,0.256,0.24,4.0,10.2,7.1,33.8,3.3,0.3,11.6,26.4,8.2,4.7,4.4,1.1,5.5,6.1,0.6951219512195121,2,4.4,10.9
168,1997,Hakeem Olajuwon,HOU,0.083,78,36.6,23.2,9.2,3.0,1.5,2.2,0.51,0.313,0.787,9.1,0.154,N,22.7,0.558,0.011,0.313,7.4,21.0,14.5,16.2,2.1,4.5,14.8,30.4,3.5,5.6,1.5,2.0,3.5,3.9,0.6951219512195121,2,3.9,9.4
169,1997,Patrick Ewing,NYK,0.05,78,37.0,22.4,10.7,2.0,0.9,2.4,0.488,0.222,0.754,9.8,0.163,N,21.3,0.548,0.007,0.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,2.9,6.9,0.9,1.9,2.8,3.5,0.6951219512195121,3,2.7,8.9
170,1997,Anthony Mason,CHH,0.006,73,43.1,16.2,11.4,5.7,1.0,0.5,0.525,0.333,0.745,11.4,0.173,N,18.9,0.585,0.004,0.519,7.4,24.0,16.0,21.4,1.3,0.8,14.0,17.6,8.0,3.3,2.6,0.8,3.5,4.3,0.6585365853658537,5,3.3,10.8
171,1997,Shaquille O'Neal,LAL,0.006,51,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0.0,0.484,8.0,0.197,N,27.1,0.556,0.004,0.483,11.6,25.9,18.8,17.3,1.2,5.8,10.8,31.1,4.1,3.9,4.7,1.8,6.5,4.1,0.6829268292682927,4,4.0,9.6
172,1998,Michael Jordan,CHI,0.934,82,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,Y,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,5.9,1.0,6.9,7.1,0.7560975609756098,1,3.0,7.8
173,1998,Karl Malone,UTA,0.726,81,37.4,27.0,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,N,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,6.6,0.7,7.3,7.1,0.7560975609756098,1,3.6,9.5
174,1998,Gary Payton,SEA,0.372,82,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19,N,21.6,0.544,0.311,0.293,3.0,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4.0,4.4,0.7,5.1,5.7,0.7439024390243902,2,3.4,10.4
175,1998,Shaquille O'Neal,LAL,0.268,60,36.3,28.3,11.4,2.4,0.7,2.4,0.584,,0.527,10.2,0.224,N,28.8,0.587,0.0,0.594,11.1,24.0,17.7,13.5,0.9,4.6,10.8,32.9,6.7,3.4,5.7,0.2,5.8,4.3,0.7439024390243902,2,4.4,10.1
176,1998,Tim Duncan,SAS,0.128,82,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192,N,22.6,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,5.6,7.2,2.5,2.0,4.6,5.3,0.6829268292682927,4,6.3,13.8
177,1998,Tim Hardaway,MIA,0.061,81,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185,N,20.6,0.53,0.341,0.254,1.9,9.4,5.8,41.3,2.4,0.4,13.5,25.6,7.9,3.8,4.8,0.4,5.2,5.5,0.6707317073170732,3,2.2,7.5
178,1998,David Robinson,SAS,0.031,73,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269,N,27.8,0.581,0.004,0.62,12.0,23.7,18.2,15.9,1.4,5.5,13.0,29.7,7.8,6.0,5.3,2.9,8.3,6.3,0.6829268292682927,4,5.3,12.8
179,1998,Grant Hill,DET,0.02,81,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149,N,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,3.3,1.5,4.7,5.6,0.45121951219512196,11,1.7,6.9
180,1998,Scottie Pippen,CHI,0.012,44,37.5,19.1,5.2,5.8,1.8,1.0,0.447,0.318,0.777,6.6,0.193,N,20.4,0.533,0.273,0.274,3.7,12.1,7.9,26.5,2.6,1.9,12.1,24.4,3.7,3.0,3.3,1.6,5.0,2.9,0.7560975609756098,1,7.1,
181,1999,Karl Malone,UTA,0.701,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252,Y,25.6,0.577,0.001,0.602,7.7,22.1,15.4,23.0,1.9,1.2,13.8,30.5,6.2,3.4,5.3,1.4,6.7,4.0,0.74,1,2.8,6.4
182,1999,Alonzo Mourning,MIA,0.655,46,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216,N,24.6,0.563,0.003,0.667,12.3,22.0,17.5,8.7,1.1,7.7,14.5,27.1,4.0,3.9,2.5,2.2,4.7,3.0,0.66,1,2.4,5.4
183,1999,Tim Duncan,SAS,0.627,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213,N,23.2,0.541,0.008,0.424,9.7,22.2,16.3,12.1,1.2,4.4,12.7,27.2,4.0,4.7,2.7,1.8,4.5,3.2,0.74,1,3.4,8.4
184,1999,Allen Iverson,PHI,0.27,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173,N,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,4.3,2.9,5.1,0.6,5.7,3.9,0.56,6,1.4,5.4
185,1999,Jason Kidd,PHO,0.135,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188,N,22.5,0.527,0.176,0.342,4.8,14.5,9.6,44.0,3.0,0.7,15.7,21.4,5.8,2.3,4.4,1.1,5.5,3.9,0.54,6,2.1,5.4
186,1999,Shaquille O'Neal,LAL,0.075,49,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0.0,0.54,9.0,0.255,N,30.6,0.584,0.001,0.563,13.1,22.6,18.0,14.4,1.1,3.5,10.0,32.4,7.2,1.9,7.5,-0.4,7.1,3.9,0.62,4,1.9,5.2
187,1999,Chris Webber,SAC,0.043,42,40.9,20.0,13.0,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102,N,19.5,0.491,0.044,0.224,9.2,24.2,16.7,17.8,1.7,3.3,14.8,24.9,1.0,2.7,0.8,1.1,1.9,1.7,0.54,6,1.8,5.2
188,1999,Grant Hill,DET,0.033,50,37.0,21.1,7.1,6.0,1.6,0.5,0.479,0.0,0.752,7.3,0.189,N,23.9,0.543,0.017,0.473,4.3,19.3,11.7,33.6,2.4,1.2,16.0,29.6,4.5,2.8,4.8,1.4,6.2,3.8,0.58,5,1.4,4.8
189,1999,Gary Payton,SEA,0.03,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172,N,23.1,0.519,0.304,0.299,3.5,10.6,7.0,41.3,2.9,0.4,12.9,27.1,6.0,1.2,5.1,0.0,5.1,3.6,0.5,8,1.8,5.8
190,1999,Kevin Garnett,MIN,0.008,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146,N,22.4,0.493,0.016,0.229,9.7,22.0,15.4,21.3,2.3,3.5,12.0,27.8,2.4,3.0,3.6,1.7,5.3,3.3,0.5,8,1.2,3.7
191,2000,Shaquille O'Neal,LAL,0.998,79,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,Y,30.6,0.578,0.001,0.495,11.5,24.8,18.3,19.3,0.6,5.3,9.9,31.2,11.7,7.0,7.3,2.0,9.3,9.0,0.8170731707317073,1,4.5,10.6
192,2000,Kevin Garnett,MIN,0.337,81,40.0,22.9,11.8,5.0,1.5,1.6,0.497,0.37,0.765,11.6,0.172,N,23.6,0.545,0.053,0.265,7.9,26.6,17.1,21.5,1.9,2.8,13.6,27.4,6.1,5.6,4.6,1.7,6.3,6.8,0.6097560975609756,6,4.1,8.6
193,2000,Alonzo Mourning,MIA,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,N,25.8,0.596,0.003,0.492,9.5,21.6,15.9,8.7,0.8,7.8,13.1,28.1,7.3,5.6,3.1,2.2,5.3,5.0,0.6341463414634146,2,2.3,6.9
194,2000,Karl Malone,UTA,0.258,82,35.9,25.5,9.5,3.7,1.0,0.9,0.509,0.25,0.797,15.3,0.249,N,27.1,0.582,0.005,0.501,7.1,24.7,16.1,20.9,1.4,1.9,11.4,31.9,10.7,4.5,6.4,1.1,7.5,7.1,0.6707317073170732,3,5.3,11.2
195,2000,Tim Duncan,SAS,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13.0,0.218,N,24.8,0.555,0.009,0.471,10.8,24.8,18.1,15.5,1.2,4.0,13.5,28.7,6.7,6.4,3.8,1.8,5.6,5.5,0.6463414634146342,4,5.0,12.7
196,2000,Gary Payton,SEA,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,N,23.6,0.535,0.312,0.254,3.2,13.9,8.5,37.7,2.3,0.4,10.8,26.8,10.5,3.5,5.8,0.7,6.4,7.3,0.5487804878048781,7,2.6,7.5
197,2000,Allen Iverson,PHI,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,N,20.0,0.496,0.151,0.358,2.7,7.7,5.2,23.0,2.6,0.1,10.3,34.4,3.3,3.6,3.4,-0.2,3.2,3.8,0.5975609756097561,4,1.8,6.1
198,2000,Grant Hill,DET,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,N,24.5,0.565,0.069,0.425,4.1,16.4,10.2,26.8,1.9,1.1,12.4,30.5,8.1,2.6,5.4,0.1,5.4,5.2,0.5121951219512195,7,2.4,7.6
199,2000,Chris Webber,SAC,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,N,23.4,0.53,0.061,0.267,6.8,21.8,14.3,21.1,2.0,2.9,11.2,28.2,5.7,5.0,3.6,2.1,5.7,5.6,0.5365853658536586,8,2.9,7.2
200,2000,Vince Carter,TOR,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,N,23.4,0.543,0.139,0.325,5.2,12.1,8.5,20.5,1.8,2.1,8.4,30.0,9.1,2.7,5.6,-0.1,5.5,5.9,0.5487804878048781,6,3.4,6.6
201,2001,Allen Iverson,PHI,0.904,71,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,Y,24.0,0.518,0.169,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,5.0,1.1,6.1,6.1,0.6829268292682927,1,2.1,6.5
202,2001,Tim Duncan,SAS,0.569,82,38.7,22.2,12.2,3.0,0.9,2.3,0.499,0.259,0.618,13.2,0.2,N,23.8,0.536,0.019,0.471,9.7,25.1,17.8,15.3,1.2,4.2,12.5,28.7,6.2,7.1,2.9,1.8,4.7,5.4,0.7073170731707317,1,4.3,12.1
203,2001,Shaquille O'Neal,LAL,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0.0,0.513,14.9,0.245,N,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,11.1,3.9,7.0,0.7,7.7,7.1,0.6829268292682927,2,4.7,11.3
204,2001,Chris Webber,SAC,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11.0,0.186,N,24.7,0.516,0.017,0.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,4.0,1.4,5.5,5.3,0.6707317073170732,3,3.2,10.1
205,2001,Kevin Garnett,MIN,0.122,81,39.5,22.0,11.4,5.0,1.4,1.8,0.477,0.288,0.764,11.8,0.176,N,23.9,0.531,0.045,0.317,7.7,25.3,16.4,21.8,1.8,3.2,12.0,27.0,7.0,4.8,4.5,1.4,6.0,6.4,0.573170731707317,8,3.6,8.5
206,2001,Tracy McGrady,ORL,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,N,24.9,0.521,0.096,0.34,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,8.3,3.9,6.5,0.5,7.0,7.0,0.524390243902439,7,3.6,8.7
207,2001,Karl Malone,UTA,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,N,24.7,0.572,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,5.5,1.1,6.6,6.3,0.6463414634146342,4,5.3,10.8
208,2001,Jason Kidd,PHO,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,N,19.4,0.51,0.211,0.367,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,4.2,5.4,2.4,1.7,4.2,4.8,0.6219512195121951,6,4.4,11.7
209,2001,Kobe Bryant,LAL,0.009,68,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,N,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,5.1,-0.3,4.8,4.7,0.6829268292682927,2,7.1,14.9
210,2001,David Robinson,SAS,0.006,80,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246,N,23.7,0.559,0.001,0.571,10.4,22.0,16.5,8.8,1.8,5.8,10.6,22.8,6.4,5.7,2.5,2.7,5.2,4.3,0.7073170731707317,1,5.4,13.2
211,2002,Tim Duncan,SAS,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,Y,27.0,0.576,0.007,0.466,9.6,25.9,18.0,18.3,1.0,4.3,12.7,29.0,10.7,7.1,5.4,2.2,7.6,8.0,0.7073170731707317,2,3.4,10.1
212,2002,Jason Kidd,NJN,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,N,19.1,0.484,0.32,0.217,4.7,17.2,10.9,42.5,3.0,0.5,18.7,22.5,3.1,5.8,3.0,1.5,4.5,5.0,0.6341463414634146,1,3.0,7.7
213,2002,Shaquille O'Neal,LAL,0.552,67,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,N,29.7,0.59,0.001,0.583,10.8,21.6,16.3,16.4,0.9,4.1,10.0,31.8,9.2,4.0,7.1,0.9,8.0,6.1,0.7073170731707317,2,5.2,12.7
214,2002,Tracy McGrady,ORL,0.31,76,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,N,25.1,0.532,0.178,0.35,5.7,17.3,11.5,25.8,2.1,1.8,9.4,31.1,8.1,3.4,6.4,0.4,6.8,6.4,0.5365853658536586,4,3.0,7.6
215,2002,Kobe Bryant,LAL,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,N,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,8.9,3.8,4.3,0.3,4.6,5.2,0.7073170731707317,2,6.1,13.2
216,2002,Gary Payton,SEA,0.043,82,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,N,22.9,0.526,0.15,0.212,2.9,11.1,7.1,39.4,2.1,0.6,10.8,27.2,10.1,2.5,5.2,-0.2,5.1,5.9,0.5487804878048781,7,5.8,12.1
217,2002,Chris Webber,SAC,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,N,24.4,0.54,0.018,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,3.8,1.6,5.4,3.9,0.7439024390243902,1,3.3,9.9
218,2002,Dirk Nowitzki,DAL,0.025,76,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,N,24.1,0.599,0.278,0.41,4.7,24.0,14.5,10.8,1.5,1.9,8.9,25.5,10.2,3.1,5.4,0.1,5.5,5.5,0.6951219512195121,4,3.6,9.9
219,2002,Allen Iverson,PHI,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,N,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,2.6,4.3,3.9,0.8,4.8,4.5,0.524390243902439,6,2.0,9.6
220,2002,Ben Wallace,DET,0.019,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,N,18.6,0.522,0.006,0.488,12.9,28.9,21.0,6.2,2.5,6.7,10.7,10.5,4.3,7.2,1.2,3.3,4.4,4.8,0.6097560975609756,2,3.0,7.5
221,2003,Tim Duncan,SAS,0.808,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,Y,26.9,0.564,0.016,0.455,9.9,27.3,19.0,19.5,0.9,5.2,12.9,28.0,9.5,6.9,5.0,2.5,7.6,7.7,0.7317073170731707,1,1.8,7.7
222,2003,Kevin Garnett,MIN,0.732,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,N,26.4,0.553,0.048,0.339,8.6,28.5,18.8,25.8,1.8,2.8,11.9,26.4,9.8,5.8,6.0,2.4,8.4,8.7,0.6219512195121951,4,1.3,5.2
223,2003,Kobe Bryant,LAL,0.417,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,N,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,6.3,0.7,7.1,7.7,0.6097560975609756,5,5.5,13.2
224,2003,Tracy McGrady,ORL,0.359,75,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,N,30.3,0.564,0.247,0.4,4.6,14.6,9.5,30.0,2.2,1.5,8.4,35.2,13.2,2.9,9.8,0.7,10.5,9.3,0.5121951219512195,7,1.7,4.9
225,2003,Shaquille O'Neal,LAL,0.106,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,,0.622,13.2,0.25,N,29.5,0.602,0.0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,6.4,0.1,6.5,5.5,0.6097560975609756,5,7.7,14.9
226,2003,Allen Iverson,PHI,0.07,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,N,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5.0,4.2,3.2,0.2,3.5,4.8,0.5853658536585366,3,2.1,8.4
227,2003,Dirk Nowitzki,DAL,0.036,80,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249,N,25.6,0.581,0.262,0.368,2.9,25.1,14.0,13.3,1.8,2.0,8.1,27.4,10.8,5.3,5.8,1.4,7.2,7.3,0.7317073170731707,1,4.5,11.6
228,2003,Ben Wallace,DET,0.028,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,N,17.2,0.486,0.014,0.432,11.9,34.9,23.2,6.9,2.0,5.9,14.5,10.2,2.7,7.9,0.4,3.5,3.9,4.3,0.6097560975609756,1,3.8,9.9
229,2003,Jason Kidd,NJN,0.026,80,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,N,22.2,0.526,0.297,0.324,4.2,15.1,9.6,42.2,3.1,0.6,17.2,25.9,5.5,5.8,4.8,1.8,6.6,6.5,0.5975609756097561,2,3.3,9.9
230,2003,Chris Webber,SAC,0.016,67,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,N,20.9,0.485,0.015,0.247,6.9,21.1,14.4,24.6,2.0,2.2,11.9,30.4,1.7,5.3,2.0,1.5,3.5,3.6,0.7195121951219512,3,3.6,
231,2004,Kevin Garnett,MIN,0.991,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,Y,29.4,0.547,0.027,0.289,9.1,30.0,20.1,24.4,2.0,4.0,10.5,29.6,10.4,8.0,6.8,3.3,10.2,10.0,0.7073170731707317,1,4.6,12.1
232,2004,Tim Duncan,SAS,0.582,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,N,27.1,0.534,0.01,0.498,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,5.9,7.2,5.2,3.3,8.5,6.7,0.6951219512195121,2,3.8,9.1
233,2004,Jermaine O'Neal,IND,0.425,78,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155,N,21.1,0.489,0.013,0.329,8.1,25.0,16.5,12.3,1.2,5.5,10.1,30.2,2.7,6.3,1.1,1.3,2.4,3.1,0.7439024390243902,1,3.8,8.9
234,2004,Peja Stojaković,SAC,0.228,81,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,N,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,11.4,2.1,5.2,-1.3,3.9,4.9,0.6707317073170732,4,3.4,10.0
235,2004,Kobe Bryant,LAL,0.172,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,N,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,5.1,0.5,5.6,4.7,0.6829268292682927,3,4.1,9.9
236,2004,Shaquille O'Neal,LAL,0.145,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,,0.49,9.9,0.192,N,24.4,0.578,0.0,0.713,11.1,24.4,17.7,14.8,0.7,5.0,13.5,26.3,5.9,4.0,3.8,1.0,4.8,4.1,0.6829268292682927,3,4.7,10.7
237,2004,Ben Wallace,DET,0.02,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,N,17.3,0.441,0.011,0.388,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,1.1,9.1,0.2,3.3,3.5,4.3,0.6585365853658537,2,3.9,11.3
238,2004,Jason Kidd,NJN,0.014,67,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,N,19.7,0.485,0.306,0.26,4.1,16.5,10.3,44.8,2.7,0.4,16.7,24.6,2.8,4.4,3.4,1.3,4.7,4.2,0.573170731707317,3,3.4,11.0
239,2004,LeBron James,CLE,0.009,79,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,N,18.3,0.488,0.145,0.308,3.5,11.8,7.6,27.8,2.2,1.3,13.9,28.2,2.4,2.6,2.3,-0.6,1.7,2.9,0.4268292682926829,9,2.7,9.4
240,2004,Sam Cassell,MIN,0.003,81,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,N,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38.0,1.9,0.5,13.5,27.2,8.8,3.3,4.1,0.3,4.4,4.6,0.7073170731707317,1,10.0,18.3
241,2005,Steve Nash,PHO,0.839,75,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,Y,22.0,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,5.5,-0.8,4.7,4.4,0.7560975609756098,1,5.1,14.6
242,2005,Shaquille O'Neal,MIA,0.813,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,,0.461,11.0,0.211,N,27.0,0.583,0.0,0.699,12.4,22.8,17.8,15.7,0.8,5.0,12.4,30.5,6.4,4.6,4.1,1.2,5.3,4.6,0.7195121951219512,1,4.9,11.0
243,2005,Dirk Nowitzki,DAL,0.275,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,N,26.1,0.578,0.158,0.49,3.6,24.0,14.0,14.3,1.7,2.9,9.1,28.7,10.3,5.2,5.8,1.5,7.3,7.1,0.7073170731707317,3,3.2,8.5
244,2005,Tim Duncan,SAS,0.258,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,N,27.0,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,4.8,2.8,7.6,5.4,0.7195121951219512,2,4.9,11.0
245,2005,Allen Iverson,PHI,0.189,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,N,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,5.3,3.7,4.2,0.0,4.2,5.0,0.524390243902439,7,2.3,6.6
246,2005,LeBron James,CLE,0.073,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,N,25.7,0.554,0.183,0.378,3.8,17.0,10.2,32.9,2.8,1.1,11.8,29.7,9.7,4.6,7.0,1.7,8.6,9.1,0.5121951219512195,8,2.3,8.5
247,2005,Tracy McGrady,HOU,0.035,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18,N,22.9,0.526,0.262,0.336,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,6.5,5.4,5.2,1.5,6.7,6.9,0.6219512195121951,5,2.8,10.7
